accession	category	label	seq_hit	pident	tm_score	struct_hit	is_mimic	esm2_cos	essential	amr_associated
A0A0H3GTP6	C2	Partial structural mimic	False		0.3616	True	True	0.8225	True	False
A0A0H3GP43	C	Structural mimic	False		0.7917	True	False	0.9755	True	False
A0A0H3GTC2	C	Structural mimic	False		0.6678	True	False	0.9124	True	False
A0A0H3GMA8	C	Structural mimic	False		0.7422	True	False	0.966	True	False
A0A0H3GPW8	C	Structural mimic	False		0.8018	True	False	0.9448	True	False
A0A0H3GSQ9	C2	Partial structural mimic	False		0.4697	True	True	0.9852	True	False
A0A0H3GJ97	C	Structural mimic	False		0.6699	True	False	0.8757	True	False
A0A0H3GSH0	C	Structural mimic	False		0.5089	True	False	0.9413	True	False
A0A0H3GQP9	C2	Partial structural mimic	False		0.4735	True	True	0.9674	True	False
A0A0H3GMJ3	C	Structural mimic	False		0.6542	True	False	0.8736	True	False
A0A0H3GTN8	C	Structural mimic	False		0.5822	True	False	0.9463	True	False
A0A0H3GK70	C	Structural mimic	False		0.8483	True	False	0.9649	True	False
A0A0H3GV19	C	Structural mimic	False		0.7526	True	False	0.9836	True	False
A0A0H3GTU7	C	Structural mimic	False		0.9319	True	False	0.9894	True	False
A0A0H3GYH9	C	Structural mimic	False		0.6289	True	False	0.9548	True	False
A0A0H3GL15	C2	Partial structural mimic	False		0.4529	True	True	0.9613	True	False
A0A0H3GMV9	C	Structural mimic	False		0.566	True	False	0.9388	True	False
A0A0H3GYB0	C	Structural mimic	False		0.8643	True	False	0.9842	True	False
A0A0H3GZM8	C	Structural mimic	False		0.6587	True	False	0.8692	True	False
A0A0H3GXD7	C	Structural mimic	False		0.542	True	False	0.9738	True	False
A0A0H3GLK6	C	Structural mimic	False		0.8428	True	False	0.9782	True	False
A0A0H3GS31	C	Structural mimic	False		0.6491	True	False	0.9382	True	False
A0A0H3GTR4	C2	Partial structural mimic	False		0.4345	True	True	0.98	True	False
A0A0H3H346	C	Structural mimic	False		0.8827	True	False	0.9535	True	False
A0A0H3GSE8	C	Structural mimic	False		0.8247	True	False	0.9806	True	False
A0A0H3GZC5	C	Structural mimic	False		0.5397	True	False	0.967	True	False
A0A0H3GKM3	C2	Partial structural mimic	False		0.4405	True	True	0.9567	True	False
A0A0H3GQX4	C2	Partial structural mimic	False		0.3672	True	True	0.9683	True	False
A0A0H3GIR4	C2	Partial structural mimic	False		0.4917	True	True	0.944	True	False
A0A0H3GGT7	C	Structural mimic	False		0.755	True	False	0.9865	True	False
A0A0H3H341	C	Structural mimic	False		0.5948	True	False	0.9689	True	False
A0A0H3GPM9	C	Structural mimic	False		0.5596	True	False	0.9478	True	False
A0A0H3GU70	C	Structural mimic	False		0.6381	True	False	0.9027	True	False
A0A0H3GLR6	C2	Partial structural mimic	False		0.48	True	True	0.9478	True	False
A0A0H3GI91	C2	Partial structural mimic	False		0.4636	True	True	0.8987	True	False
A0A0H3GHC3	C2	Partial structural mimic	False		0.4511	True	True	0.9528	True	False
A0A0H3H1E2	C	Structural mimic	False		0.5558	True	False	0.946	True	False
A0A0H3GW42	C	Structural mimic	False		0.7847	True	False	0.9802	True	False
A0A0H3GY66	C	Structural mimic	False		0.5019	True	False	0.9293	True	False
A0A0H3GLW5	C	Structural mimic	False		0.5912	True	False	0.9762	True	False
A0A0H3GIL6	C	Structural mimic	False		0.7706	True	False	0.9769	True	False
A0A0H3GU74	C	Structural mimic	False		0.6834	True	False	0.8931	True	False
A0A0H3GPT7	C	Structural mimic	False		0.5597	True	False	0.9399	True	False
A0A0H3GIN9	C	Structural mimic	False		0.861	True	False	0.9738	True	False
A0A0H3GML0	C2	Partial structural mimic	False		0.4818	True	True	0.8531	True	False
A0A0H3GSL8	C	Structural mimic	False		0.8492	True	False	0.9789	True	False
A0A0H3GIT5	C	Structural mimic	False		0.9402	True	False	0.9884	True	False
A0A0H3GVZ4	C	Structural mimic	False		0.8473	True	False	0.9754	True	False
A0A0H3GRK2	C2	Partial structural mimic	False		0.47	True	True	0.9853	True	False
A0A0H3GKD5	C	Structural mimic	False		0.8053	True	False	0.9803	True	False
A0A0H3GW60	C	Structural mimic	False		0.5996	True	False	0.9733	True	False
A0A0H3GQN6	C	Structural mimic	False		0.6621	True	False	0.9348	True	False
A0A0H3GWF8	C	Structural mimic	False		0.7938	True	False	0.9848	True	False
A0A0H3GUU1	C	Structural mimic	False		0.9066	True	False	0.9841	True	False
A0A0H3GXB4	C	Structural mimic	False		0.7923	True	False	0.9659	True	False
A0A0H3H078	C	Structural mimic	False		0.7728	True	False	0.9582	True	False
A0A0H3GMT0	C	Structural mimic	False		0.8273	True	False	0.9893	True	False
A0A0H3GYW5	C2	Partial structural mimic	False		0.4135	True	True		True	False
A0A0H3GND5	C	Structural mimic	False		0.8404	True	False	0.9799	True	False
A0A0H3GXW7	C	Structural mimic	False		0.804	True	False	0.9797	True	False
A0A0H3GPC4	C	Structural mimic	False		0.7662	True	False	0.9381	True	False
A0A0H3GM28	C	Structural mimic	False		0.7695	True	False	0.9405	True	False
A0A0H3GLU3	C	Structural mimic	False		0.8485	True	False	0.9693	True	False
A0A0H3GH28	C	Structural mimic	False		0.8114	True	False	0.9833	True	False
A0A0H3GPL1	C	Structural mimic	False		0.8483	True	False	0.9612	True	False
A0A0H3GP52	C2	Partial structural mimic	False		0.498	True	True	0.7936	True	False
A0A0H3GK97	C	Structural mimic	False		0.5484	True	False	0.9714	True	False
A0A0H3GYP8	C	Structural mimic	False		0.7025	True	False	0.9524	True	False
A0A0H3GUL0	C	Structural mimic	False		0.6493	True	False	0.9415	True	False
A0A0H3GLF6	C	Structural mimic	False		0.8308	True	False	0.9909	True	False
A0A0H3GUK2	C	Structural mimic	False		0.8099	True	False	0.973	True	False
A0A0H3H2N5	C	Structural mimic	False		0.9023	True	False	0.9883	True	False
A0A0H3GXH0	C	Structural mimic	False		0.7016	True	False	0.9876	True	False
A0A0H3H3G8	C	Structural mimic	False		0.7871	True	False	0.9705	True	False
A0A0H3GR80	C	Structural mimic	False		0.6326	True	False	0.9785	True	False
A0A0H3GRV4	C	Structural mimic	False		0.762	True	False	0.904	True	False
A0A0H3GYR4	C	Structural mimic	False		0.8614	True	False	0.9249	True	False
A0A0H3GVS5	C	Structural mimic	False		0.7718	True	False	0.9581	True	False
A0A0H3GMD5	C	Structural mimic	False		0.7427	True	False	0.9401	True	False
A0A0H3GJ47	C	Structural mimic	False		0.6148	True	False	0.9301	True	False
A0A0H3GXB2	C	Structural mimic	False		0.603	True	False	0.9412	True	False
A0A0H3GWV9	C	Structural mimic	False		0.7722	True	False	0.9733	True	False
A0A0H3GJ12	C	Structural mimic	False		0.5049	True	False	0.9857	True	False
A0A0H3GNC7	C	Structural mimic	False		0.8688	True	False	0.9635	True	False
A0A0H3GXG8	C	Structural mimic	False		0.7997	True	False	0.9834	True	False
A0A0H3H259	C	Structural mimic	False		0.873	True	False	0.988	True	False
A0A0H3GMI4	C	Structural mimic	False		0.5668	True	False	0.9667	True	False
A0A0H3GXI7	C2	Partial structural mimic	False		0.3778	True	True	0.8895	True	False
A0A0H3GUF8	C	Structural mimic	False		0.7636	True	False	0.9802	True	False
A0A0H3GKL7	C	Structural mimic	False		0.5774	True	False	0.9282	True	False
A0A0H3GX68	C	Structural mimic	False		0.8033	True	False	0.9701	True	False
A0A0H3GPU2	C2	Partial structural mimic	False		0.4475	True	True	0.9631	True	False
A0A0H3GJD2	C	Structural mimic	False		0.8443	True	False	0.9735	True	False
A0A0H3GP87	C2	Partial structural mimic	False		0.4008	True	True	0.8764	True	False
A0A0H3GRR9	C	Structural mimic	False		0.758	True	False	0.959	True	False
A0A0H3GMZ9	C	Structural mimic	False		0.8919	True	False	0.9748	True	False
A0A0H3GRR5	C	Structural mimic	False		0.8334	True	False	0.9786	True	False
A0A0H3GWK7	C	Structural mimic	False		0.9375	True	False	0.97	True	False
A0A0H3GNW9	C	Structural mimic	False		0.7242	True	False	0.9747	True	False
A0A0H3GJ51	C	Structural mimic	False		0.8035	True	False	0.9145	True	False
A0A0H3GY78	C	Structural mimic	False		0.8476	True	False	0.9698	True	False
A0A0H3GKY9	C	Structural mimic	False		0.7064	True	False	0.9803	True	False
A0A0H3GVD6	C	Structural mimic	False		0.7462	True	False	0.9511	True	False
A0A0H3H1L7	C	Structural mimic	False		0.8244	True	False	0.9775	True	False
A0A0H3GK53	C2	Partial structural mimic	False		0.4126	True	True	0.9161	True	False
A0A0H3GM45	C	Structural mimic	False		0.8623	True	False	0.9774	True	False
A0A0H3H326	C	Structural mimic	False		0.5625	True	False	0.9698	True	False
A0A0H3GSV9	C	Structural mimic	False		0.7249	True	False	0.8835	True	False
A0A0H3GV22	C	Structural mimic	False		0.7364	True	False	0.9038	True	False
A0A0H3GU21	C	Structural mimic	False		0.7079	True	False	0.9819	True	False
A0A0H3H074	C	Structural mimic	False		0.6673	True	False	0.9356	True	False
A0A0H3H4P4	C	Structural mimic	False		0.821	True	False	0.9326	True	False
A0A0H3GGX5	C	Structural mimic	False		0.7848	True	False	0.975	True	False
A0A0H3GRV8	C	Structural mimic	False		0.6452	True	False	0.9449	True	False
A0A0H3GRJ7	C2	Partial structural mimic	False		0.4487	True	True	0.939	True	False
A0A0H3GR42	C2	Partial structural mimic	False		0.4075	True	True	0.9469	True	False
A0A0H3GS49	C	Structural mimic	False		0.8797	True	False	0.9709	True	False
A0A0H3GRU5	C	Structural mimic	False		0.6192	True	False	0.9664	True	False
A0A0H3GR33	C	Structural mimic	False		0.8083	True	False	0.9297	True	False
A0A0H3GPA8	C	Structural mimic	False		0.8844	True	False	0.9735	True	False
A0A0H3GKU2	C	Structural mimic	False		0.7092	True	False	0.9618	True	False
A0A0H3GH88	C	Structural mimic	False		0.5634	True	False	0.9635	True	False
A0A0H3GXL1	C	Structural mimic	False		0.5912	True	False	0.9668	True	False
A0A0H3GMF0	C	Structural mimic	False		0.5624	True	False	0.9528	True	False
A0A0H3GSB1	C	Structural mimic	False		0.5792	True	False	0.9626	True	False
A0A0H3GQQ7	C	Structural mimic	False		0.6878	True	False	0.9691	True	False
A0A0H3GLR3	C	Structural mimic	False		0.7961	True	False	0.9714	True	False
A0A0H3GWT7	C	Structural mimic	False		0.5088	True	False	0.8901	True	False
A0A0H3H241	C	Structural mimic	False		0.7136	True	False	0.9689	True	False
A0A0H3GND2	C	Structural mimic	False		0.5586	True	False	0.9851	True	False
A0A0H3GVC9	C	Structural mimic	False		0.8404	True	False	0.9712	True	False
A0A0H3GIP9	C	Structural mimic	False		0.6661	True	False	0.9566	True	False
A0A0H3GLA9	C2	Partial structural mimic	False		0.4599	True	True	0.9055	True	False
A0A0H3GMA2	C2	Partial structural mimic	False		0.4104	True	True	0.9729	True	False
A0A0H3GS67	C	Structural mimic	False		0.5685	True	False	0.978	True	False
A0A0H3H1X7	C	Structural mimic	False		0.6852	True	False	0.9751	True	False
A0A0H3GT37	C	Structural mimic	False		0.6301	True	False	0.9851	True	False
A0A0H3GY24	C	Structural mimic	False		0.838	True	False	0.9861	True	False
A0A0H3GT74	C	Structural mimic	False		0.8605	True	False	0.9532	True	False
A0A0H3GKY3	C	Structural mimic	False		0.7162	True	False	0.9076	True	False
A0A0H3GH61	C	Structural mimic	False		0.751	True	False	0.9697	True	False
A0A0H3GJ74	C2	Partial structural mimic	False		0.4861	True	True	0.9286	True	False
A0A0H3GUL7	C	Structural mimic	False		0.7964	True	False	0.971	True	False
A0A0H3GQ58	C	Structural mimic	False		0.5958	True	False	0.8664	True	False
A0A0H3GQ05	C	Structural mimic	False		0.6008	True	False	0.9546	True	False
A0A0H3H5F1	C	Structural mimic	False		0.8226	True	False	0.966	True	False
A0A0H3GKT8	C2	Partial structural mimic	False		0.3965	True	True	0.9457	True	False
A0A0H3GQN1	C	Structural mimic	False		0.5124	True	False	0.9861	True	False
A0A0H3GPN2	C	Structural mimic	False		0.7106	True	False	0.9371	True	False
A0A0H3GK80	C2	Partial structural mimic	False		0.3526	True	True	0.8869	True	False
A0A0H3GP89	C2	Partial structural mimic	False		0.4468	True	True	0.9872	True	False
A0A0H3GUF2	C2	Partial structural mimic	False		0.3867	True	True	0.9653	True	False
A0A0H3GZ96	C	Structural mimic	False		0.7883	True	False	0.9691	True	False
A0A0H3GYB6	C	Structural mimic	False		0.6027	True	False	0.9569	True	False
A0A0H3GVX6	C	Structural mimic	False		0.8135	True	False	0.9749	True	False
A0A0H3GYR9	C2	Partial structural mimic	False		0.4759	True	True	0.9324	True	False
A0A0H3GUQ2	C	Structural mimic	False		0.9043	True	False	0.963	True	False
A0A0H3GPD6	C	Structural mimic	False		0.7396	True	False	0.9558	True	False
A0A0H3GXI0	C	Structural mimic	False		0.7659	True	False	0.947	True	False
A0A0H3GIP4	C	Structural mimic	False		0.6306	True	False	0.9369	True	False
A0A0H3GLG8	C	Structural mimic	False		0.8642	True	False	0.9551	True	False
A0A0H3GRR7	C	Structural mimic	False		0.65	True	False	0.9619	True	False
A0A0H3H4D0	C	Structural mimic	False		0.7895	True	False	0.9548	True	False
A0A0H3GNJ2	C	Structural mimic	False		0.7883	True	False	0.945	True	False
A0A0H3GZM1	C	Structural mimic	False		0.6206	True	False	0.966	True	False
A0A0H3GY63	C	Structural mimic	False		0.8452	True	False	0.9853	True	False
A0A0H3H101	C	Structural mimic	False		0.7407	True	False	0.9542	True	False
A0A0H3GK99	C	Structural mimic	False		0.6449	True	False	0.9156	True	False
A0A0H3GME8	C	Structural mimic	False		0.951	True	False		True	False
A0A0H3GLB3	C	Structural mimic	False		0.7194	True	False	0.9395	True	False
A0A0H3H1G0	C	Structural mimic	False		0.7593	True	False	0.9848	True	False
A0A0H3GTQ8	C	Structural mimic	False		0.579	True	False	0.9109	True	False
A0A0H3GKC6	C	Structural mimic	False		0.58	True	False	0.9545	True	False
A0A0H3GRB2	C2	Partial structural mimic	False		0.433	True	True	0.9509	True	False
A0A0H3GQD8	C	Structural mimic	False		0.8225	True	False	0.9637	True	False
A0A0H3H216	C	Structural mimic	False		0.5736	True	False	0.9589	True	False
A0A0H3GX24	C	Structural mimic	False		0.6845	True	False	0.954	True	False
A0A0H3GJS5	C	Structural mimic	False		0.8986	True	False	0.9843	True	False
A0A0H3GQZ3	C	Structural mimic	False		0.8543	True	False	0.9833	True	False
A0A0H3GVU0	C	Structural mimic	False		0.7952	True	False	0.9369	True	False
A0A0H3GTP8	C	Structural mimic	False		0.8196	True	False	0.9646	True	False
A0A0H3GVV7	C	Structural mimic	False		0.9161	True	False	0.9819	True	False
A0A0H3GV49	C	Structural mimic	False		0.8014	True	False	0.9651	True	False
A0A0H3GUH0	C	Structural mimic	False		0.9101	True	False	0.9723	True	False
A0A0H3GJA5	C2	Partial structural mimic	False		0.4865	True	True	0.9592	True	False
A0A0H3GMX2	C	Structural mimic	False		0.6432	True	False	0.9851	True	False
A0A0H3GQ63	C	Structural mimic	False		0.8344	True	False	0.9707	True	False
A0A0H3GKG9	C	Structural mimic	False		0.699	True	False	0.9785	True	False
A0A0H3GSN4	C	Structural mimic	False		0.764	True	False	0.9489	True	False
A0A0H3GM85	C	Structural mimic	False		0.8663	True	False	0.9696	True	False
A0A0H3GUE2	C	Structural mimic	False		0.7728	True	False	0.9796	True	False
A0A0H3GZJ5	C	Structural mimic	False		0.7361	True	False	0.9548	True	False
A0A0H3GR27	C2	Partial structural mimic	False		0.4163	True	True		True	False
A0A0H3GLL0	C	Structural mimic	False		0.7151	True	False	0.9583	True	False
A0A0H3GQD2	C	Structural mimic	False		0.8735	True	False	0.9781	True	False
A0A0H3GYW4	C	Structural mimic	False		0.6936	True	False	0.9645	True	False
A0A0H3GY32	C2	Partial structural mimic	False		0.3417	True	True	0.9585	True	False
A0A0H3GQA8	C	Structural mimic	False		0.8003	True	False	0.9725	True	False
A0A0H3GKF4	C	Structural mimic	False		0.7442	True	False	0.9698	True	False
A0A0H3GNH7	C	Structural mimic	False		0.7513	True	False	0.9555	True	False
A0A0H3GL47	C2	Partial structural mimic	False		0.4701	True	True	0.9729	True	False
A0A0H3GSG5	C	Structural mimic	False		0.7839	True	False	0.9651	True	False
A0A0H3GS88	C	Structural mimic	False		0.6048	True	False	0.9771	True	False
A0A0H3H4X9	C	Structural mimic	False		0.8733	True	False	0.9854	True	False
A0A0H3GKZ2	C2	Partial structural mimic	False		0.4626	True	True	0.9334	True	False
A0A0H3GVV9	C	Structural mimic	False		0.7738	True	False	0.985	True	False
A0A0H3GGQ3	C	Structural mimic	False		0.6842	True	False	0.9571	True	False
A0A0H3GGT5	C2	Partial structural mimic	False		0.4206	True	True	0.9722	True	False
A0A0H3GMQ0	C2	Partial structural mimic	False		0.3279	True	True	0.9398	True	False
A0A0H3GWM4	C	Structural mimic	False		0.8312	True	False	0.9826	True	False
A0A0H3GU02	C	Structural mimic	False		0.7899	True	False	0.9618	True	False
A0A0H3GH05	C	Structural mimic	False		0.6055	True	False	0.9731	True	False
A0A0H3GVB5	C	Structural mimic	False		0.6238	True	False	0.9737	True	False
A0A0H3GUS7	C	Structural mimic	False		0.8501	True	False	0.9484	True	False
A0A0H3GH32	C	Structural mimic	False		0.5274	True	False	0.985	True	False
A0A0H3GNK9	C	Structural mimic	False		0.8477	True	False	0.9381	True	False
A0A0H3GT30	C	Structural mimic	False		0.8527	True	False	0.9378	True	False
A0A0H3GXJ4	C	Structural mimic	False		0.8962	True	False	0.9572	True	False
A0A0H3GUZ8	C	Structural mimic	False		0.6697	True	False	0.8461	True	False
A0A0H3GXC7	C	Structural mimic	False		0.9738	True	False	0.9862	True	False
A0A0H3GWL1	C	Structural mimic	False		0.8034	True	False	0.9754	True	False
A0A0H3GV65	C2	Partial structural mimic	False		0.369	True	True	0.8543	True	False
A0A0H3GYU0	C2	Partial structural mimic	False		0.3701	True	True	0.9039	True	False
A0A0H3GZN3	C	Structural mimic	False		0.7935	True	False	0.9739	True	False
A0A0H3GQA5	C	Structural mimic	False		0.7624	True	False	0.9874	True	False
A0A0H3GXC9	C	Structural mimic	False		0.5135	True	False	0.9157	True	False
A0A0H3GXA4	C2	Partial structural mimic	False		0.3827	True	True	0.8901	True	False
A0A0H3H019	C2	Partial structural mimic	False		0.4072	True	True	0.9759	True	False
A0A0H3H4H0	C2	Partial structural mimic	False		0.3258	True	True	0.965	True	False
A0A0H3GIB7	C2	Partial structural mimic	False		0.3068	True	True	0.8398	True	False
A0A0H3GPR5	C2	Partial structural mimic	False		0.4652	True	True	0.9474	True	False
A0A0H3GR53	C	Structural mimic	False		0.8387	True	False	0.9806	True	False
A0A0H3H0G2	C	Structural mimic	False		0.8548	True	False	0.9485	True	False
A0A0H3GKI9	C	Structural mimic	False		0.7736	True	False	0.9826	True	False
A0A0H3H3M7	C	Structural mimic	False		0.6117	True	False	0.9546	True	False
A0A0H3GIY8	C	Structural mimic	False		0.7705	True	False	0.9131	True	False
A0A0H3GVF4	C	Structural mimic	False		0.6194	True	False	0.9734	True	False
A0A0H3GNC3	C	Structural mimic	False		0.867	True	False	0.9646	True	False
A0A0H3GW98	C	Structural mimic	False		0.6782	True	False	0.9737	True	False
A0A0H3GRH7	C	Structural mimic	False		0.7954	True	False	0.9832	True	False
A0A0H3GZE3	C	Structural mimic	False		0.638	True	False	0.9665	True	False
A0A0H3GMB7	C	Structural mimic	False		0.6121	True	False	0.8808	True	False
A0A0H3GQM8	C	Structural mimic	False		0.8347	True	False	0.9697	True	False
A0A0H3GPI6	C	Structural mimic	False		0.5698	True	False	0.9713	True	False
A0A0H3GUD0	C	Structural mimic	False		0.8553	True	False	0.9798	True	False
A0A0H3GY08	C2	Partial structural mimic	False		0.4605	True	True	0.9682	True	False
A0A0H3GMN6	C	Structural mimic	False		0.5924	True	False	0.9913	True	False
A0A0H3GZJ1	C	Structural mimic	False		0.7127	True	False	0.9658	True	False
A0A0H3H607	C2	Partial structural mimic	False		0.4179	True	True	0.978	True	False
A0A0H3GRG2	C	Structural mimic	False		0.6466	True	False	0.9816	True	False
A0A0H3GU47	C	Structural mimic	False		0.7228	True	False	0.9835	True	False
A0A0H3H4M6	C	Structural mimic	False		0.8166	True	False	0.9692	True	False
A0A0H3GRH3	C	Structural mimic	False		0.8017	True	False	0.9448	True	False
A0A0H3GSY6	C2	Partial structural mimic	False		0.3297	True	True	0.8242	True	False
A0A0H3GK74	C2	Partial structural mimic	False		0.3621	True	True	0.9864	True	False
A0A0H3GYJ6	C	Structural mimic	False		0.6559	True	False	0.9576	True	False
A0A0H3GK63	C	Structural mimic	False		0.9088	True	False	0.9747	True	False
A0A0H3GRZ8	C	Structural mimic	False		0.7915	True	False	0.9765	True	False
A0A0H3GRP8	C2	Partial structural mimic	False		0.3527	True	True	0.9671	True	False
A0A0H3H044	C	Structural mimic	False		0.7159	True	False	0.9778	True	False
A0A0H3GVI4	C	Structural mimic	False		0.6284	True	False	0.9602	True	False
A0A0H3GLK1	C	Structural mimic	False		0.8641	True	False	0.9754	True	False
A0A0H3GM92	C	Structural mimic	False		0.7798	True	False	0.972	True	False
A0A0H3H2E4	C2	Partial structural mimic	False		0.3741	True	True	0.866	True	False
A0A0H3GH41	C	Structural mimic	False		0.7058	True	False	0.9626	True	False
A0A0H3GW91	C	Structural mimic	False		0.5575	True	False	0.965	True	False
A0A0H3GLM3	C2	Partial structural mimic	False		0.4156	True	True	0.9466	True	False
A0A0H3GT14	C	Structural mimic	False		0.5103	True	False	0.9763	True	False
A0A0H3GV12	C	Structural mimic	False		0.5333	True	False	0.9565	True	False
A0A0H3GQK7	C	Structural mimic	False		0.7423	True	False	0.9097	True	False
A0A0H3GI24	C	Structural mimic	False		0.5347	True	False	0.9884	True	False
A0A0H3GY97	C	Structural mimic	False		0.655	True	False	0.9499	True	False
A0A0H3GTQ2	C	Structural mimic	False		0.6141	True	False	0.9816	True	False
A0A0H3GPZ9	C	Structural mimic	False		0.5639	True	False		True	False
A0A0H3GI71	C2	Partial structural mimic	False		0.4786	True	True	0.884	True	False
A0A0H3GSC2	C	Structural mimic	False		0.8986	True	False	0.9863	True	False
A0A0H3GL11	C	Structural mimic	False		0.6995	True	False	0.9268	True	False
A0A0H3GWL9	C	Structural mimic	False		0.6766	True	False	0.9852	True	False
A0A0H3GVK5	C2	Partial structural mimic	False		0.4264	True	True	0.9766	True	False
A0A0H3GIK1	C	Structural mimic	False		0.6169	True	False	0.9702	True	False
A0A0H3GPY8	C2	Partial structural mimic	False		0.4762	True	True	0.9485	True	False
A0A0H3GT64	C	Structural mimic	False		0.8001	True	False	0.9705	True	False
A0A0H3GL18	C	Structural mimic	False		0.8002	True	False	0.9855	True	False
A0A0H3GX85	C	Structural mimic	False		0.6277	True	False	0.9236	True	False
A0A0H3GXZ5	C	Structural mimic	False		0.8593	True	False	0.9879	True	False
A0A0H3GXZ9	C	Structural mimic	False		0.7089	True	False	0.9815	True	False
A0A0H3GJ04	C2	Partial structural mimic	False		0.4346	True	True	0.9492	True	False
A0A0H3GRW6	C	Structural mimic	False		0.7142	True	False	0.9202	True	False
A0A0H3GVM4	C	Structural mimic	False		0.5121	True	False	0.9757	True	False
A0A0H3GQX8	C	Structural mimic	False		0.7253	True	False	0.9788	True	False
A0A0H3GWZ7	C2	Partial structural mimic	False		0.364	True	True	0.9388	True	False
A0A0H3GQC9	C	Structural mimic	False		0.7634	True	False	0.9626	True	False
A0A0H3GU63	C	Structural mimic	False		0.7128	True	False	0.9598	True	False
A0A0H3GQM7	C	Structural mimic	False		0.815	True	False	0.9315	True	False
A0A0H3H079	C	Structural mimic	False		0.7697	True	False	0.9658	True	False
A0A0H3GUB6	C	Structural mimic	False		0.6859	True	False	0.9909	True	False
A0A0H3GK07	C	Structural mimic	False		0.7191	True	False	0.8848	True	False
A0A0H3GIS7	C	Structural mimic	False		0.8144	True	False	0.9721	True	False
A0A0H3GTQ3	C	Structural mimic	False		0.6551	True	False	0.9828	True	False
A0A0H3GPG8	C	Structural mimic	False		0.6629	True	False	0.9477	True	False
A0A0H3GU98	C	Structural mimic	False		0.6014	True	False	0.9432	True	False
A0A0H3GVC1	C2	Partial structural mimic	False		0.4133	True	True	0.9745	True	False
A0A0H3H4K6	C2	Partial structural mimic	False		0.392	True	True	0.9582	True	False
A0A0H3GP38	C	Structural mimic	False		0.9429	True	False	0.9699	True	False
A0A0H3GUS5	C	Structural mimic	False		0.6625	True	False	0.9644	True	False
A0A0H3GI87	C2	Partial structural mimic	False		0.4909	True	True	0.9284	True	False
A0A0H3GRK9	C	Structural mimic	False		0.6458	True	False	0.9608	True	False
A0A0H3GLC9	C2	Partial structural mimic	False		0.3914	True	True	0.9535	True	False
A0A0H3GUG0	C	Structural mimic	False		0.5659	True	False	0.9859	True	False
A0A0H3GL77	C	Structural mimic	False		0.7824	True	False	0.9843	True	False
A0A0H3GT81	C	Structural mimic	False		0.888	True	False	0.9483	True	False
A0A0H3GYV1	C	Structural mimic	False		0.8276	True	False	0.9697	True	False
A0A0H3GMT3	C	Structural mimic	False		0.6901	True	False	0.9581	True	False
A0A0H3H045	C2	Partial structural mimic	False		0.3905	True	True	0.9465	True	False
A0A0H3GLQ3	C	Structural mimic	False		0.8787	True	False	0.9511	True	False
A0A0H3GZC4	C	Structural mimic	False		0.5293	True	False	0.9315	True	False
A0A0H3GV45	C	Structural mimic	False		0.6041	True	False	0.9602	True	False
A0A0H3GTL9	C	Structural mimic	False		0.7782	True	False	0.9833	True	False
A0A0H3GY43	C	Structural mimic	False		0.8194	True	False	0.9486	True	False
A0A0H3GX57	C	Structural mimic	False		0.6477	True	False	0.9782	True	False
A0A0H3GPF1	C	Structural mimic	False		0.853	True	False	0.9754	True	False
A0A0H3GRG9	C	Structural mimic	False		0.5255	True	False	0.9889	True	False
A0A0H3GT03	C	Structural mimic	False		0.5836	True	False	0.9574	True	False
A0A0H3GSR2	C2	Partial structural mimic	False		0.4659	True	True	0.9725	True	False
A0A0H3GUE5	C	Structural mimic	False		0.6737	True	False	0.9344	True	False
A0A0H3GGL0	C	Structural mimic	False		0.7487	True	False	0.9891	True	False
A0A0H3GX20	C	Structural mimic	False		0.5096	True	False	0.9809	True	False
A0A0H3GW89	C	Structural mimic	False		0.7139	True	False	0.9868	True	False
A0A0H3GN71	C	Structural mimic	False		0.7792	True	False	0.9655	True	False
A0A0H3GRV0	C	Structural mimic	False		0.6953	True	False	0.9343	True	False
A0A0H3GWR3	C2	Partial structural mimic	False		0.3665	True	True	0.9701	True	False
A0A0H3GUW6	C	Structural mimic	False		0.7977	True	False	0.963	True	False
A0A0H3GWL3	C	Structural mimic	False		0.7892	True	False	0.991	True	False
A0A0H3GSL5	C	Structural mimic	False		0.7791	True	False	0.919	True	False
A0A0H3GVW9	C	Structural mimic	False		0.7319	True	False	0.9371	True	False
A0A0H3H4J2	C	Structural mimic	False		0.7975	True	False	0.986	True	False
A0A0H3GRG3	C	Structural mimic	False		0.5791	True	False	0.967	True	False
A0A0H3GVX9	C2	Partial structural mimic	False		0.4306	True	True	0.9728	True	False
A0A0H3GWQ8	C	Structural mimic	False		0.7385	True	False	0.9066	True	False
A0A0H3H006	C2	Partial structural mimic	False		0.4301	True	True	0.9754	True	False
A0A0H3GU10	C	Structural mimic	False		0.8385	True	False	0.9775	True	False
A0A0H3GK43	C	Structural mimic	False		0.9663	True	False	0.9757	True	False
A0A0H3GSP9	C	Structural mimic	False		0.5721	True	False	0.9465	True	False
A0A0H3GRM8	C2	Partial structural mimic	False		0.4678	True	True	0.9845	True	False
A0A0H3GXB7	C	Structural mimic	False		0.9247	True	False	0.9722	True	False
A0A0H3GYH6	C	Structural mimic	False		0.8518	True	False	0.9734	True	False
A0A0H3GRI0	C	Structural mimic	False		0.7779	True	False	0.965	True	False
A0A0H3GTK3	C	Structural mimic	False		0.7481	True	False	0.9579	True	False
